id,station_name,city,county,state,latitude,longitude,ev_level2_evse_num,ev_dc_fast_num,ev_network,total_ports
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
1525,LADWP - John Ferraro Building,Los Angeles,,CA,34.059133,-118.248589,338,12,Non-Networked,350
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33182,LADWP - Valley Center Admin Lot,Van Nuys,,CA,34.208708,-118.444358,95,2,Non-Networked,97
33179,LADWP - Lincoln Heights District,Los Angeles,,CA,34.081998,-118.21713,79,0,Non-Networked,79
33179,LADWP - Lincoln Heights District,Los Angeles,,CA,34.081998,-118.21713,79,0,Non-Networked,79
